序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,nearest_station,aqi_value,distance_m,distance_km
3796,苗栗縣卓蘭鎮,新厝里,中山路125號,120.8248,24.3122,卓蘭國小活動中心,卓蘭鎮11里,200,"水災,土石流",賴文彬,04-25892008,是,否,是,True,三義,31,10217.842508565649,10.21784250856565
3797,苗栗縣卓蘭鎮,新榮里,中山路125號,120.8248,24.3122,卓蘭國小操場,全鎮地震受災戶,500,震災,賴文彬,04-25892008,否,是,否,True,三義,31,10217.842508565649,10.21784250856565
3798,臺中市清水區,高美里,護岸路37號,120.5622,24.3123,高美國小教學行政大樓地下室1樓,高南、高北、高美、高東、高西,300,"水災,震災,海嘯",陳振順,04-26112505#830,是,是,是,True,沙鹿,37,9622.563865908816,9.622563865908816
3800,臺中市后里區,厚里里,九甲路一路259號,120.7157,24.3135,厚里社區活動中心,后里、厚里,150,"水災,震災,土石流,海嘯",張文傑,00-00000000,是,否,否,True,豐原,43,6824.618631602879,6.8246186316028785
3801,臺中市后里區,眉山里,甲后路940號,120.6909,24.3153,月眉國小,月眉、眉山,818,"水災,震災,土石流,海嘯",張素娟,04-25562342#730,是,是,否,True,豐原,43,8316.241784769672,8.316241784769673
3802,臺中市后里區,泰安里,福興路67-1號,120.7435,24.3218,泰安社區活動中心,泰安,100,"水災,土石流,海嘯",李奇芳,04-25566920,是,否,是,True,三義,31,6915.887067411775,6.915887067411775
3803,臺中市后里區,泰安里,安眉路5號,120.7505,24.3253,泰安國小,泰安、公館,579,"水災,震災,土石流,海嘯",王國華,04-25562364#251,是,是,否,True,三義,31,6399.828251167102,6.3998282511671025
3804,臺中市外埔區,水美里,水美路二崁路63號,120.6339,24.328,水美國小勤學樓,水美,200,"水災,震災,土石流",薛文烈,04-26876508,是,否,是,True,沙鹿,37,13124.0912160498,13.124091216049798
3805,宜蘭縣南澳鄉,南澳村,蘇花路二段301號,121.7451,24.3322,南澳高中,碧候村、金岳村、武塔村,245,"水災,震災,海嘯",江子文,03-9981024,是,否,是,True,冬山,40,33580.88584507756,33.58088584507756
3806,臺中市豐原區,西湳里,豐原區西湳里三豐路467號,120.7298,24.3323,豐原國中,大湳.北湳.豐原.豐榮,100,"水災,震災",黃瓊瑱,04-25251200107,是,是,是,True,三義,31,6325.658495559775,6.325658495559774
3807,臺中市外埔區,大同里,甲后路499號,120.651,24.3324,外埔老人文康活動中心,永豐、大同、三崁、大東、六分,500,"水災,土石流",歐芊?,04-26832216,是,是,否,True,三義,31,12333.082179359659,12.333082179359659
3808,臺中市外埔區,大同里,六分路499,120.6512,24.3327,農民研習中心大型收容所,土城、廓子、鐵山、 中山、馬鳴,100,"水災,震災,土石流",歐芊?,04-26834508,是,是,否,True,三義,31,12300.020027561202,12.300020027561203
3809,臺中市后里區,公館里,三豐路5段352巷163號,120.7329,24.3329,公館社區活動中心,公館,150,"水災,震災,土石流,海嘯",陳運佐,932066387,是,否,否,True,三義,31,6121.98599817581,6.12198599817581
3810,宜蘭縣南澳鄉,金洋村,南澳鄉金洋村11號,121.7458,24.3332,金洋國小,金洋村,28,"水災,震災,海嘯",李勝雄,03-9981486,是,否,是,True,冬山,40,33461.08529902281,33.461085299022805
3812,臺中市外埔區,水美里,水美路129號,120.6315,24.3337,水美社區活動中心,水美,100,"水災,震災,土石流",陳俊樑,04-26879697,是,是,否,True,沙鹿,37,13556.997676607634,13.556997676607635
3813,苗栗縣卓蘭鎮,坪林里,2鄰8之1號,120.8761,24.3358,坪林社區活動中心,收容雙連.坪林里民,100,"水災,土石流",黃鈞奎,04-25921312,是,否,是,True,三義,31,12904.240110024037,12.904240110024038
3814,苗栗縣卓蘭鎮,景山里,5鄰88號,120.8763,24.3358,景山國小操場,景山里,100,震災,徐臻輝,425921221,否,是,否,True,三義,31,12922.834112789778,12.92283411278978
3815,臺中市大甲區,武陵里,大甲區武陵里文曲路61號,120.6006,24.3364,文武國小體育教室,新美、義和、文曲、武陵,118,"水災,震災,海嘯",許君良,04-26710928,是,否,是,True,沙鹿,37,12686.218938703541,12.686218938703542
3816,臺中市和平區,達觀里,東崎路1段桃山巷39之7號,120.9357,24.34,桃山社區活動中心,達觀里,60,"水災,震災,土石流,海嘯",陳政治,陳政治,是,否,是,True,三義,31,18478.76976949131,18.47876976949131
3817,臺中市豐原區,南田里,豐原區南田里水源路150號,120.6253,24.3401,豐原高中,東陽.南嵩.南村.南田,210,震災,江孟書 廖美惠,04-252903816277,是,是,是,True,沙鹿,37,13915.587217499864,13.915587217499864
3818,臺中市大甲區,中山里,大甲區中山里水源路167號,120.6269,24.3409,大甲區長青活動中心,中山、岷山、南陽、薰風,525,"水災,海嘯",劉來旺,04-26872101,是,否,是,True,沙鹿,37,14063.704895168812,14.063704895168812
3819,苗栗縣卓蘭鎮,坪林里,雙連16-1號,120.8419,24.3449,雙連國小操場,坪林里雙連社區,100,震災,沈羿成,425892794,否,是,否,True,三義,31,9332.69701058778,9.332697010587781
3820,臺中市大安區,中庄里,大安區中庄里中山南路296號,120.5882,24.3451,大安國小體育館,中庄、福興、東安、南埔、南庄、龜殼,5119,"水災,震災,海嘯",紀國揚,04-26713166#300,是,是,是,True,沙鹿,37,13377.830568836393,13.377830568836393
3821,臺中市大安區,中庄里,興安路376號,120.5895,24.3459,老人文康活動中心,中庄、福興、東安、南埔、南庄、龜殼,50,"水災,震災,海嘯",周琇茹,04-26713511#302,是,是,是,True,沙鹿,37,13485.41299842823,13.48541299842823
3822,臺中市大安區,中庄里,大安區中庄里中山南路356號,120.5866,24.3462,大安區公所禮堂,中庄、福興、東安、南埔、南庄、龜殼,60,"水災,震災,海嘯",周琇茹,04-26713511#106,是,是,是,True,沙鹿,37,13475.596256538707,13.475596256538708
3823,苗栗縣泰安鄉,梅園村,6鄰36號,120.9304,24.3479,梅園村活動中心,梅園村,100,"水災,震災,土石流",葉湖雄村長,919531713,是,否,是,True,三義,31,17749.63882430952,17.74963882430952
3824,苗栗縣大湖鄉,新開村,新開25號,120.826351,24.348257,新開國小操場,新開村,100,震災,鄭惠鳳,037-951210#10,否,是,否,True,三義,31,7763.747354333567,7.763747354333567
3825,苗栗縣大湖鄉,新開村,4鄰新開25號,120.826351,24.348257,新開國小,新開村,100,"水災,土石流",鄭惠鳳,037-951210#10,是,否,否,True,三義,31,7763.747354333567,7.763747354333567
3826,臺中市大甲區,孔門里,大甲區孔門里育德路113號,120.6242,24.3483,文昌國小戶外空地,大甲、朝陽、順天、孔門、平安、庄美,413,震災,蘇靜美,04-26872076,否,是,是,True,三義,31,14245.82649047183,14.245826490471831
3827,臺中市大甲區,頂店里,大甲區頂店里開元路71號,120.6445,24.3499,大甲高工活動中心,岷山、頂店、中山,496,"水災,震災,海嘯",周江賜,04-26874132,是,否,是,True,三義,31,12219.011857056708,12.219011857056708
3828,臺中市大甲區,文武里,大甲區文武里育德路233號,120.6261,24.3508,大甲國小禮堂,文武、平安、庄美、頂店,240,"水災,震災,海嘯",陳浪勇,04-26872048,是,否,是,True,三義,31,13987.943945370112,13.987943945370112
3829,苗栗縣卓蘭鎮,豐田里,3鄰36號,120.8577,24.3517,豐田國小操場,豐田里,200,震災,萬芷妘,425892164,否,是,否,True,三義,31,10523.304452949167,10.523304452949167
3830,苗栗縣卓蘭鎮,坪林里,7鄰86-2號,120.8653,24.3526,坪林國小操場,坪林里,200,震災,邱國禎,425921334,否,是,是,True,三義,31,11225.687929340149,11.225687929340149
3831,臺中市大甲區,文武里,大甲區文武里育英路186號,120.6223,24.3536,大甲國中活動中心,武曲、奉化、江南、德化、文武,491,"水災,震災,海嘯",賴文宗,04-26872564,是,否,是,True,三義,31,14288.703612990495,14.288703612990496
3832,臺中市大安區,龜?里,大安區龜殼里3鄰中松路297號,120.6005,24.358,三光國小體育館,龜殼、松雅、福興,300,"水災,震災,海嘯",蘇麗娜,04-26710148#13,是,是,是,True,沙鹿,37,15009.844494587105,15.009844494587105
3833,苗栗縣卓蘭鎮,景山里,5鄰78號,120.8671,24.3587,景山社區活動中心,景山里,50,"水災,土石流",陳昱魁,04-25921583,是,否,是,True,三義,31,11222.549685171987,11.222549685171987
3834,苗栗縣泰安鄉,士林村,5鄰26號,120.947,24.3605,士林國小,士林村,150,"水災,震災,土石流",徐正明村長,934135440,是,否,是,True,三義,31,19169.852594548105,19.169852594548104
3835,苗栗縣泰安鄉,象鼻村,1鄰7號,120.94702,24.360527,象鼻村活動中心,象鼻村,160,"水災,震災,土石流",尤幹.尤給村長,977109996,是,否,是,True,三義,31,19171.48356665708,19.17148356665708
3836,苗栗縣泰安鄉,象鼻村,1鄰7號,120.938938,24.362245,象鼻村活動中心戶外廣場,象鼻村,100,"水災,震災,土石流",尤給尤幹村長,037-962518,否,是,否,True,三義,31,18334.14673377311,18.334146733773107
3837,臺中市大安區,松雅里,大安區松雅里大安港路691號,120.6018,24.3652,大安國中體育館,松雅、西安、海墘、龜殼,1325,"水災,震災,海嘯",國立民,04-26872571#205,是,是,是,True,沙鹿,37,15817.062935484655,15.817062935484655
3838,苗栗縣大湖鄉,栗林村,5鄰四份61號,120.842715,24.373502,栗林國小操場,栗林村,100,震災,倪明宗,037-951335#101,否,是,否,True,三義,31,8493.171136442106,8.493171136442106
3839,苗栗縣大湖鄉,栗林村,5鄰四份61號之2,120.842741,24.373511,栗林社區活動中心,栗林村,100,土石流,黃鄭秀梅,037-951219,是,否,是,True,三義,31,8495.673533100273,8.495673533100273
3840,苗栗縣大湖鄉,武榮村,水流東7號,120.8646,24.3755,武榮社區活動中心,武榮村,100,"水災,土石流",吳漢明,037-990119,是,否,否,True,三義,31,10682.734612747696,10.682734612747696
3841,臺中市大甲區,孟春里,大甲區孟春里中山路二段69-11號,120.652,24.3783,日南國中體育館,日南、孟春、龍泉、太白、幸福,539,"水災,震災,海嘯",舒富男,04-26813721,是,否,是,True,三義,31,10921.642502811157,10.921642502811157
3842,臺中市大安區,海墘里,大安區海墘里大安港路1100號,120.589,24.3792,海墘國小體育館,海墘、福住、西安,2370,"水災,震災,海嘯",藍同利,04-26876085,是,是,是,True,沙鹿,37,17131.932240182618,17.131932240182618
3843,苗栗縣大湖鄉,東興村,下湖37號,120.882811,24.380718,東興國小操場,東興村,100,"震災,土石流",林緯志,037-992815,否,是,否,True,三義,31,12503.3185791906,12.5033185791906
3844,苗栗縣大湖鄉,東興村,下湖37號,120.882822,24.380728,東興國小,東興村,100,土石流,林緯志,037-992815,是,否,是,True,三義,31,12504.416506695994,12.504416506695994
3845,臺中市大安區,永安里,大安區永安里東西四路252號,120.6063,24.3823,永安國小體育館,頂安、永安、福住,300,"水災,震災,海嘯",歐慶龍,04-26874931#276,是,是,是,True,三義,31,15547.476816277114,15.547476816277115
3846,苗栗縣大湖鄉,武榮村,義和村淋漓坪77號,120.867425,24.382508,武榮國小操場,武榮村,100,震災,許碧雲,037-992816#200#299,否,是,否,True,三義,31,10940.96252446808,10.940962524468079
3847,臺中市大甲區,幸福里,大甲區幸福里中山路二段568號,120.6551,24.39,日南國小禮堂,日南、孟春、龍泉、太白、幸福,99,"水災,震災,海嘯",蔡家廷,04-26813704,是,否,是,True,三義,31,10629.48922246751,10.629489222467509
3849,苗栗縣泰安鄉,梅園村,6鄰36號,120.96991,24.395274,梅園村活動中心戶外廣場,梅園村,100,"水災,震災,土石流",葉湖雄村長,919531713,否,是,否,True,三義,31,21382.805000862678,21.382805000862678
3850,苗栗縣大湖鄉,義和村,蔗部坪1號,120.867265,24.397403,南湖國中操場,南湖村 義和村,200,震災,徐曉雲,037-991209#101,否,是,否,True,三義,31,11048.339885613537,11.048339885613537
3851,苗栗縣大湖鄉,義和村,3鄰蔗篰坪12號,120.867265,24.397403,南湖國中,南湖村 義和村,200,"水災,土石流",徐曉雲,037-991209#101,是,否,是,True,三義,31,11048.339885613537,11.048339885613537
3853,金門縣金城鎮,古城里,金門城85-1號,118.305944,24.40212,金門城社區活動中心,古城里,50,水災,洪啟福,082-329428,是,否,否,True,金門,61,3388.221866501354,3.388221866501354
3854,臺中市大甲區,日南里,大甲區日南里工二路1號,120.6482,24.406,華龍國小戶外空地,建興、西岐、銅安、福德,2702,震災,詹勝淵,04-26811270,否,是,是,True,三義,31,11592.409555057304,11.592409555057303
3855,金門縣金城鎮,金水里,前水頭150-1號,118.295323,24.412637,前水頭社區活動中心,金水里,50,水災,黃延良,082-329103,是,否,否,True,金門,61,2761.3246119160867,2.761324611916087
3856,金門縣金城鎮,珠沙里,和平新村130號,118.32855,24.414884,和平社區活動中心,珠沙里,50,水災,王琨敏,082-329563,是,否,否,True,金門,61,2528.108139421003,2.528108139421003
3860,苗栗縣大湖鄉,大寮村,17鄰竹高屋68號,120.861173,24.42,大湖農工操場,大寮村,150,震災,沈和成,037-992216#300,否,是,否,True,三義,31,11111.343316252622,11.111343316252622
3861,苗栗縣大湖鄉,大寮村,17鄰竹高屋68號,120.861173,24.42,大湖農工,大寮村,150,"水災,土石流",沈和成,037-992216#300,是,否,是,True,三義,31,11111.343316252622,11.111343316252622
3862,臺中市大甲區,西岐里,大甲區西岐里順帆路96號,120.629,24.4209,西岐國小有晴館,建興、西岐、銅安、福德,280,"水災,震災,海嘯",柳世麟,04-26811747,是,否,是,True,三義,31,13909.45062655997,13.90945062655997
3863,苗栗縣泰安鄉,大興村,1鄰22號,120.9109,24.4211,大興村活動中心,大興村,100,"水災,震災,土石流",林文祥村長,037-990381,是,否,是,True,三義,31,15933.39533278898,15.93339533278898
3864,苗栗縣大湖鄉,明湖村,中正路育英巷11號,120.869809,24.421425,大湖國小操場,大湖村 明湖村,100,震災,劉陞華,037-991008,否,是,否,True,三義,31,11984.023402906969,11.984023402906969
3865,苗栗縣大湖鄉,大湖村,中正路育英巷11號,120.869809,24.421425,大湖國小,大湖村 明湖村,100,"水災,土石流",劉陞華,037-991008,是,否,否,True,三義,31,11984.023402906969,11.984023402906969
3867,苗栗縣大湖鄉,大湖村,忠孝路69號,120.866884,24.424989,大湖鄉老人文康中心,?湖村,100,"水災,震災,土石流",張玉宜,037-991111分機107,是,否,是,True,三義,31,11858.669339208345,11.858669339208346
3868,苗栗縣通霄鎮,福興里,6鄰57-1號,120.7277,24.4259,福興里民活動中心,福興里,30,"水災,土石流",林森文,037-782434,是,否,是,True,三義,31,5793.742655226063,5.793742655226063
3871,苗栗縣大湖鄉,靜湖村,民族路80號,120.870777,24.426432,大湖國中操場,靜湖村 富興村,100,震災,吳雲道,037-991054#66,否,是,否,True,三義,31,12284.449685848946,12.284449685848946
3872,苗栗縣大湖鄉,靜湖村,民族路80號,120.870777,24.426432,大湖國中,富興村,100,"水災,土石流",吳雲道,037-991054#66,是,否,是,True,三義,31,12284.449685848946,12.284449685848946
3874,金門縣烈嶼鄉,林湖村,后井40號,118.2429,24.429,金門縣烈嶼鄉體育館,烈嶼鄉各村機動式收容,100,"水災,震災,土石流,海嘯",蔡淑英,364675,是,否,是,True,金門,61,7047.899821657809,7.0478998216578095
3875,苗栗縣銅鑼鄉,新隆村,2鄰18號,120.809,24.4297,新隆國小操場,新隆村范聖達村長0910-433055盛隆村,20,震災,湯茹君校長,037-971102,否,是,否,True,三義,31,7244.331809167557,7.244331809167558
3876,苗栗縣銅鑼鄉,新隆村,2鄰18號,120.809,24.4297,新隆國小,新隆村村長范聖達0910-433055盛隆村,50,"水災,土石流",湯茹君校長,037-971102,是,否,是,True,三義,31,7244.331809167557,7.244331809167558
3877,金門縣金城鎮,南門里,民族路261號,118.315222,24.42986,金門縣立體育館,全縣各村里機動式收容,500,水災,姜慧人,082-328616,否,否,否,True,金門,61,392.56624379393406,0.39256624379393407
3882,宜蘭縣大同鄉,復興村,泰雅一路61巷5號,121.371,24.4386,南山活動中心,復興村,92,"水災,震災,土石流",曾秀月,03-9892690,是,否,是,True,竹東,34,44011.45340823261,44.01145340823261
3888,宜蘭縣南澳鄉,金岳村,南澳鄉金岳村金岳路2號,121.7692,24.4456,金岳國小,金岳村,28,"水災,震災,海嘯",莊秀娟,03-9981636,是,否,是,True,冬山,40,20808.164674637737,20.808164674637737
3889,宜蘭縣南澳鄉,武塔村,南澳鄉武塔村新溪路1號,121.777599,24.445655,武塔國小,武塔村,30,"水災,震災,海嘯",白淑淓,03-9981632,是,否,是,True,冬山,40,20721.027722194343,20.721027722194343
3891,苗栗縣泰安鄉,清安村,2鄰80號,120.9074,24.4478,清安村活動中心,清安村,110,"水災,震災,土石流",李英雄村長,037-941017,是,否,是,True,苗栗,36,15707.0440108639,15.7070440108639
3893,苗栗縣泰安鄉,清安村,2鄰80號,120.899611,24.44902,富民社區活動中心戶外廣場,清安村,100,"水災,震災,土石流",李英雄村長,037-941017,否,是,否,True,苗栗,36,15161.803856254357,15.161803856254357
3900,宜蘭縣蘇澳鎮,朝陽里,朝陽路40號,121.8158,24.4615,朝陽社區活動中心,朝陽里,72,"水災,震災,土石流,海嘯",蘇朝麟,03-9982068,是,否,是,True,冬山,40,19049.250197349185,19.049250197349185
3901,苗栗縣銅鑼鄉,興隆村,117號,120.812,24.4629,興隆國小操場,興隆村,20,震災,李芳茹校長,037-982804,否,是,否,True,三義,31,10372.736071614205,10.372736071614204
3902,苗栗縣銅鑼鄉,興隆村,117號,120.812,24.4629,興隆國小,興隆村,50,"水災,土石流",李芳茹校長,037-982804,是,否,是,True,三義,31,10372.736071614205,10.372736071614204
3903,宜蘭縣蘇澳鎮,南強里,南澳路1號,121.8059,24.4635,南強社區活動中心,南強里,49,"水災,震災,土石流,海嘯",張竣喨,03-9981073,是,否,是,True,冬山,40,18732.395060889183,18.732395060889182
3904,苗栗縣通霄鎮,通東里,信義路248號,120.7449,24.4638,通霄鎮綜合活動中心,平安里、通東里、通西里,200,"水災,海嘯",邱宏達,037-761637,是,否,是,True,三義,31,9128.035995888056,9.128035995888057
3905,苗栗縣銅鑼鄉,樟樹村,樟樹12之1號,120.7858,24.4645,文峰國小操場,樟樹村,20,震災,詹建華校長,037-981143,否,是,否,True,三義,31,9465.058148124132,9.46505814812413
3906,苗栗縣銅鑼鄉,樟樹村,樟樹12之1號,120.7858,24.4645,文峰國小,樟樹村,50,"水災,土石流",詹建華校長,037-981143,是,否,是,True,三義,31,9465.058148124132,9.46505814812413
3907,宜蘭縣蘇澳鎮,南強里,南澳路85號,121.803,24.4647,蓬萊國小,南強里、朝陽里,50,"水災,震災,土石流,海嘯",王麗萍,03-9981660,是,是,是,True,冬山,40,18581.35463946428,18.58135463946428
3908,苗栗縣泰安鄉,錦水村,5鄰29號,120.9428,24.4652,錦水村活動中心,錦水村,80,"水災,震災,土石流",葉純輝村長,037-941325,是,否,是,True,苗栗,36,16634.654828892453,16.634654828892455
3910,苗栗縣泰安鄉,錦水村,5鄰29號,120.9346559,24.46710665,錦水村活動中心戶外廣場,錦水村,120,"水災,震災,土石流",葉村長純輝,0911-149777,否,是,否,True,苗栗,36,15882.32124651493,15.88232124651493
3911,宜蘭縣南澳鄉,金洋村,南澳鄉金洋村博愛路3號,121.8006,24.4673,金洋社區活動中心,金洋村,23,"水災,震災,土石流,海嘯",范守臣,03-9981458,是,否,是,True,冬山,40,18281.85670158388,18.28185670158388
3912,宜蘭縣南澳鄉,南澳村,南澳鄉南澳村中正路15號,121.801149,24.467509,南澳國小,南澳村,75,"水災,震災,海嘯",周文明,03-9981228,是,否,是,True,冬山,40,18261.18152640513,18.261181526405128
3914,苗栗縣銅鑼鄉,九湖村,10鄰91之1號,120.7764,24.473,九湖國小操場,九湖村,20,震災,徐淑惠校長,037-981149,否,是,否,True,三義,31,10169.240629062304,10.169240629062305
3915,苗栗縣銅鑼鄉,九湖村,10鄰91之1號,120.7764,24.473,九湖國小,九湖村,50,"水災,土石流",徐淑惠校長,037-981149,是,否,是,True,三義,31,10169.240629062304,10.169240629062305
3916,宜蘭縣南澳鄉,碧候村,南澳鄉碧候村信自覺巷38號,121.784722,24.474443,碧候國小,碧候村,43,"水災,震災,海嘯",周菊芬,03-9981634,是,否,是,True,冬山,40,17493.883496205355,17.493883496205356
3917,苗栗縣獅潭鄉,新豐村,4鄰八角林56號,120.8913,24.4766,豐林國小,豐林村及竹木村,400,震災,賴炫樺,037-991150,否,是,是,True,苗栗,36,12160.160653099336,12.160160653099336
3919,苗栗縣獅潭鄉,新豐村,3鄰八角林39-1號,120.8939,24.4789,新豐村活動中心,新豐村,120,"水災,震災,土石流,海嘯",賴炫樺,037-991150,是,否,是,True,苗栗,36,12116.75556741555,12.11675556741555
3920,苗栗縣通霄鎮,城南里,1鄰123-1號,120.6826,24.4838,城南社區活動中心,城南里,30,"水災,土石流",吳廣忠,037-782345,是,否,是,True,三義,31,13668.348948328845,13.668348948328845
3921,苗栗縣銅鑼鄉,銅鑼村,新興路78號,120.7855,24.4851,銅鑼灣會館,銅鑼村,70,"水災,震災,土石流",葉明哲,037-982130-31,是,否,是,True,苗栗,36,9518.2139264466,9.5182139264466
3922,苗栗縣通霄鎮,通東里,中正路12號,120.6786,24.4869,通霄國小,平元里、平安里、通東里,200,震災,彭鴻原,037-752008,否,是,是,True,三義,31,14182.41360166592,14.18241360166592
3923,苗栗縣獅潭鄉,豐林村,10鄰24號,120.9005,24.4884,豐林社區活動中心,豐林村,250,"水災,震災,土石流,海嘯",廖肇隆,037-931368,是,否,是,True,苗栗,36,11760.098652745119,11.76009865274512
3925,苗栗縣泰安鄉,八卦村,3鄰50號,120.9325,24.4896,八卦村活動中心,八卦村,40,"水災,震災,土石流",傅學祺村長,037-995837,是,否,是,True,苗栗,36,14120.606813590979,14.12060681359098
3926,苗栗縣銅鑼鄉,中平村,150號,120.8028,24.4899,中興國小操場,中平村,20,震災,趙麗君校長,037-224458,否,是,否,True,苗栗,36,8499.842927329211,8.499842927329212
3927,苗栗縣銅鑼鄉,中平村,150號,120.8028,24.4899,中興國小,中平村,50,水災,趙麗君校長,037-224458,是,否,是,True,苗栗,36,8499.842927329211,8.499842927329212
3928,宜蘭縣大同鄉,,大同鄉南山村4鄰埤南巷9-1號,121.4182,24.4899,四季活動中心,南山村,88,"水災,震災,土石流",鄭重,03-9809140,是,否,否,True,冬山,40,41102.27344283372,41.10227344283372
3929,苗栗縣通霄鎮,通西里,中山路190巷1號,120.6833,24.4908,通霄國中,平安里、通東里,200,震災,吳鈺崧,037-752002,否,是,是,True,三義,31,14272.977683236451,14.272977683236451
3930,苗栗縣銅鑼鄉,福興村,文化街1號,120.7913,24.4908,銅鑼國小操場,"福興村,朝陽村,銅鑼村",20,震災,傅志鵬校長,037-981013,否,是,否,True,苗栗,36,8720.401332514451,8.720401332514452
3931,苗栗縣銅鑼鄉,福興村,文化街1號,120.7913,24.4908,銅鑼國小,福興村、朝陽村、銅鑼村,50,"水災,土石流",傅志鵬校長,037-981013,是,否,是,True,苗栗,36,8720.401332514451,8.720401332514452
3932,苗栗縣泰安鄉,八卦村,3鄰50號,120.9243031,24.49132664,八卦村活動中心戶外操場,八卦村,200,"水災,震災,土石流",傅學祺村長,0916-332165,否,是,否,True,苗栗,36,13341.95906506525,13.34195906506525
3933,苗栗縣通霄鎮,平安里,平元55-6號,120.691288,24.495102,苗栗縣青少年服務中心暨平安社區活動中心,平安里、圳頭里、烏眉里、楓樹里、福源里、福龍里,150,"水災,土石流",王大華,037-753643,是,否,是,True,三義,31,14265.480261830207,14.265480261830207
3934,苗栗縣銅鑼鄉,竹森村,4鄰22-1號,120.7829,24.5041,竹森社區活動中心,竹森村,50,水災,鍾兆良,037-981888,是,否,是,True,苗栗,36,7726.55022134949,7.72655022134949
3936,苗栗縣公館鄉,玉泉村,14鄰368-10號,120.828396,24.505958,公館鄉公所,玉泉村　館中村　館東村　,300,"水災,震災,土石流",吳滄源,037-222210,是,否,否,True,苗栗,36,6591.9290750608725,6.591929075060873
3937,苗栗縣公館鄉,玉谷村,4鄰124號,120.824346,24.515114,公館鄉老人文康中心,全鄉,300,"水災,震災,土石流,海嘯",羅幸蘭,037-233433,是,否,否,True,苗栗,36,5540.849925071352,5.5408499250713525
3938,宜蘭縣蘇澳鎮,東澳里,東澳路103號,121.8346,24.516,東澳社區活動中心,東澳里,42,"水災,震災,土石流,海嘯",嚴順明,03-9986365,是,否,是,True,冬山,40,13545.685732198604,13.545685732198605
3939,宜蘭縣南澳鄉,東岳村,南澳鄉東岳村蘇花路3段209號,121.832701,24.52148,東澳國小,東岳村,38,土石流,鄔誠民,03-9986217,是,否,是,True,冬山,40,12908.952378299971,12.908952378299972
3940,宜蘭縣南澳鄉,東岳村,南澳鄉東岳村蘇花路3段139巷8弄7號1樓,121.833,24.5216,東岳村災民收容中心,東岳村,27,"水災,震災,土石流,海嘯",黃誠福,03-9986103,是,否,是,True,冬山,40,12905.818118717705,12.905818118717706
3941,苗栗縣苗栗市,南勢里,8鄰新勝8-1號,120.7924,24.5235,南勢社區活動中心,南勢里,30,水災,葉錦正,037-353113,是,否,否,True,苗栗,36,5385.324617459275,5.385324617459275
3942,苗栗縣西湖鄉,五湖村,13鄰194-4號,120.7704,24.5246,五湖社區活動中心,五湖村.高埔村.下埔村,50,"水災,土石流",賴廷煜,037-911606,是,否,是,True,苗栗,36,6736.483983634147,6.736483983634147
3943,苗栗縣獅潭鄉,和興村,8鄰13號,120.9146,24.5263,和興社區活動中心,和興村,150,"水災,震災,土石流,海嘯",廖肇隆,037-931368,是,否,是,True,苗栗,36,10487.60933468234,10.48760933468234
3944,苗栗縣西湖鄉,四湖村,4鄰11號,120.745,24.5312,四湖社區活動中心,四湖村,50,"水災,土石流",劉慶祥,037-921069,是,否,是,True,苗栗,36,8480.191442560443,8.480191442560443
3945,宜蘭縣大同鄉,,大同鄉四季村5鄰和勳巷2號,121.4516,24.5315,茂安活動中心,四季村,90,"水災,震災,土石流",林振形,03-9809422,是,否,是,True,冬山,40,36325.876593004505,36.3258765930045
3947,苗栗縣獅潭鄉,新店村,11鄰129號,120.921017,24.540041,獅潭國小,新店村全村,300,,黃朝匡,037-932181,否,是,否,True,苗栗,36,10588.642666703474,10.588642666703475
3948,苗栗縣苗栗市,水源里,中正路1151號,120.8165,24.5405,水源社區活動中心,水源里,15,水災,邱進財,037-335604,是,否,否,True,苗栗,36,2737.2124065137536,2.7372124065137537
3949,苗栗縣獅潭鄉,新店村,4鄰46-1號,120.9215,24.5421,新店村活動中心,新店村,100,"水災,震災,土石流,海嘯",黃朝匡,037-932181,是,否,是,True,苗栗,36,10578.843441392079,10.57884344139208
3950,苗栗縣南庄鄉,蓬萊村,19鄰紅毛館118號,120.9708,24.5428,蓬萊國小室外,蓬萊村,100,震災,林恩惠,037-823385,否,是,是,True,苗栗,36,15461.270158301868,15.461270158301868
3951,苗栗縣南庄鄉,蓬萊村,19鄰紅毛館118號,120.970819,24.542802,蓬萊國小室內,蓬萊村,40,"水災,土石流,海嘯",林恩惠,37823385,是,否,是,True,苗栗,36,15463.135085125889,15.463135085125888
3952,苗栗縣苗栗市,勝利里,復興路1段492號,120.8234,24.5445,勝利社區活動中心,勝利里,40,水災,劉明珠,037-355669,是,否,否,True,苗栗,36,2293.857545917108,2.293857545917108
3953,苗栗縣獅潭鄉,新店村,21號,120.9229,24.545,獅潭國中,新店村,300,"水災,震災,土石流,海嘯",黃朝匡,037-932181,是,否,是,True,苗栗,36,10645.055469535078,10.645055469535079
3954,苗栗縣苗栗市,恭敬里,7鄰恭敬路77-1號,120.8155,24.5461,恭敬社區活動中心,恭敬里,35,水災,吳慧貞,037-323718,是,否,否,True,苗栗,36,2143.9619443526385,2.1439619443526383
